web_pid,pdp_title_value,price_sp,pdp_rating_value,pdp_rating_count,pdp_page_url,Description,ASIN,Product Description,Manufacturer
B09321GJXZ,Bennett™ Mystic 15.6 inch (39.6cm) Laptop Briefcase Shoulder Sling Office Business Professional Travel Messenger Bag for Men and Women Water Repellent Formal Executive Bags (Grey) 6 Months Warranty,452,4.0,6881,https://www.amazon.in/bennetttm-mystic-15-6-inch-39-6cm-laptop-briefcase-shoulder-sling-office-business-professional-travel-messenger-bag-for-men-and-women-water-repellent-formal-executive-bags-grey-6-months-warranty/dp/B09321GJXZ,     ,B09321GJXZ ,,"‎Texcoco Enterprices, Texcoco Enterprices, 9958166528 "
B08BTD8YZP,PUMA Casual Backpack IND II Black-CASTLEROCK,1019,4.1,279,https://www.amazon.in/puma-casual-backpack-ind-ii-black-castlerock/dp/B08BTD8YZP,             ,B08BTD8YZP,                           ,
B0CJ8WTYFK,"TRUE HUMAN® Emperor Anti-Theft Laptop Bag, Office bag, college bag With combination security lock and USB charging port(Hybrid)",650,3.0,1,https://www.amazon.in/true-human-r-emperor-anti-theft-laptop-bag-office-bag-college-bag-with-combination-security-lock-and-usb-charging-port-hybrid/dp/B0CJ8WTYFK,             ,B0CJ8WTYFK,"                                  Product description Features: Made of durable and Eco-friendly water resistant oxford textile fabric, keep your laptop dry from small rain. Built-in well padded laptop sleeve with strap closure. Soft air permeability padded back cushion shoulder straps make it light and make you all day comfortable. Multiple compartments allow you to keep all of your stuffs secure and organized. Night vision reflective design, which keeps you safe at night. A anti-theft zipped pocket for your valuables. This laptop bag can used for daily walk-around, work, school, day trips, vacation, travel, day hikes ,camping etc. What you can put in this laptop backpack? - You can put 2-3 clothes, A4 books, 15.6"" laptop, i-pad, glasses, wallet, keys, earphone, power bank, camera, cell phone and document in the back pack. - You Get What You pay for! Don't compare with cheaply made, Considering the high quality of the material, components, finishing and overall design it is exceptional value for money.              ",
B019FBEJCO,Gear Campus8 25L Medium Water Resistant School Bag/Casual Backpack/Daypack/College Bag/for Men/Women - Green Grey,595,4.1,1293,https://www.amazon.in/gear-campus8-25l-medium-water-resistant-school-bag-casual-backpack-daypack-college-bag-for-men-women-green-grey/dp/B019FBEJCO,             ,B019FBEJCO,"                                  Intuitively crafted at the Gear Design Studio to balance comfort, style, endurance and functionality.              ",
B07NJGW3WX,NIVIA Beast Gym Bag-4 Polyester/Unisex Gym Bags/Shoulder Bag for Men & Women with Separate Shoes Compartment/Carry Gym Accessories/Fitness Bag/Sports & Travel Bag/Sports Kit (Navy Blue),489,4.0,144,https://www.amazon.in/nivia-beast-gym-bag-4-polyester-unisex-gym-bags-shoulder-bag-for-men-women-with-separate-shoes-compartment-carry-gym-accessories-fitness-bag-sports-travel-bag-sports-kit-navy-blue/dp/B07NJGW3WX,     ,B07NJGW3WX ,,‎Freewill Sports Private Limited 
B07G4D13LB,Gear Classic 20L Small Faux Leather Water Resistant Anti Theft Laptop Bag/Office Backpack for Men/Women-Black,799,4.4,2792,https://www.amazon.in/gear-classic-20l-small-faux-leather-water-resistant-anti-theft-laptop-bag-office-backpack-for-men-women-black/dp/B07G4D13LB,     ,,,‎Gear Merchandise PVT LTD 
B07MWD4D4W,M MEDLER Epoch Nylon 55 litres Waterproof Strolley Duffle Bag- 2 Wheels - Luggage Bag - (Navy Blue),399,3.5,26285,https://www.amazon.in/m-medler-epoch-nylon-55-litres-waterproof-strolley-duffle-bag-2-wheels-luggage-bag-navy-blue/dp/B07MWD4D4W,             ,B07MWD4D4W,,
B0BPTJS6Q8,"HYDER Floral 35L Latest Cute and Stylish School Bag for Girls - Perfect for School, College, Office and Tution Durable School bags for Kids And Women | Perfect Girls Bag",684,4.0,146,https://www.amazon.in/hyder-floral-35l-latest-cute-and-stylish-school-bag-for-girls-perfect-for-school-college-office-and-tution-durable-school-bags-for-kids-and-women-perfect-girls-bag/dp/B0BPTJS6Q8,             ,B0BPTJS6Q8,,
B07CDD6YS2,KILLER Louis 38L Large Laptop Backpack With 3 Compartments Polyester Trendy Waterproof Travel Backpack,1749,4.4,9472,https://www.amazon.in/killer-louis-38l-large-laptop-backpack-with-3-compartments-polyester-trendy-waterproof-travel-backpack/dp/B07CDD6YS2,             ,B07C9XHZT1,"                                  Stylish and Durable Spacious Laptop Backpack for Travel Killer LOUIS 15.6 inch laptop backpack is made of High grade water resistance PU coated polyester material that gives it strength and makes it durable for long-term use. It features 3 large well padded zippered compartments and One large easy access front pocket. Well padded laptop section fits upto 15.6 inch laptop, middle compartment is big enough to hold your office or weekend trip cloths or daily use belongings, front compartment with organizer section is to keep all official documents and small electronic gadgets, you can use it to store the charger, mouse, pen drive, notepad, pen and other essentials it also has one front zippered pockets for easy access items,. Killer LOUIS backpack features two mesh side pockets, where you can keep your water bottle or any other item for an quick access. Waterproof large Laptop Backpack Bag. Killer LOUIS laptop backpack is perfect laptop bag for you, its cushioned laptop pocket keep your laptop securely tight and protected while you are on the move. This laptop bag pack suits your style &amp; is very comfortable to carry, its ergonomics and makes you forget the load you are carrying, well-padded shoulder straps ease the carrying Outer Fabric: Durable PU coated Linen Polyester Fabric. Compartments &amp; Pockets: 3 main compartment, One front Pocket, Two side mesh pockets. Compatible laptop Size: Upto 15.6 inches. Weight: 800gm; Dimensions: 13.00x18.75x9.50 inches (WxHxD).              ",
B0CJHST8BY,Impulse Diggy Niva 35L Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack Water Resistant Fits Up to 16 Inch Laptop with 1 Year Warranty,399,4.4,23,https://www.amazon.in/impulse-diggy-niva-35l-laptop-backpack-office-bag-school-bag-college-bag-business-bag-travel-backpack-water-resistant-fits-up-to-16-inch-laptop-with-1-year-warranty/dp/B0CJHST8BY,             ,B0CJHST8BY,"                                  Impulse Backpack are made to give you comfort and durability, It is light in weight one backpack for all your needs              ",
B0C555LQF4,NORTH ZONE Northzone Sling Cross Body Travel Office Business Messenger One Side Shoulder Pouch Bag Money Bag for Men and Women,249,3.9,139,https://www.amazon.in/north-zone-northzone-sling-cross-body-travel-office-business-messenger-one-side-shoulder-pouch-bag-money-bag-for-men-and-women/dp/B0C555LQF4,             ,B0C5589XFQ,                                  Northzone Sling Cross Body Travel Office Business Messenger one Side Shoulder Pouch Bag Money Bag for Men and Women              ,
B08N6HSJJ5,URBAN WOLF 30L Casual Dual Compartment Water Resistant Laptop Backpack Unisex Bags for Office/Travel/Business/College/School (Black),749,3.9,1016,https://www.amazon.in/urban-wolf-30l-casual-dual-compartment-water-resistant-laptop-backpack-unisex-bags-for-office-travel-business-college-school-black/dp/B08N6HSJJ5,     ,B08N6HSJJ5 ,,‎URBAN WOLF INDIA 
B086PYLWS3,Fur Jaden 25L Travel Duffle Bag for Weekend Trip Cabin Luggage and Gym Sports Duffle for Men and Women,629,4.1,965,https://www.amazon.in/fur-jaden-25l-travel-duffle-bag-for-weekend-trip-cabin-luggage-and-gym-sports-duffle-for-men-and-women/dp/B086PYLWS3,             ,B086PXHWGC,"                                  Going to the gym is no light matter. One needs to stay motivated with the help of the right mind set, the right atmosphere, and of course, the perfect gym equipment. This stylish duffle bag from FUR JADEN has you covered on that last front. Featuring a spacious, well-sorted design, it allows you to store all your gym clothing, accessories, and other essentials like protein mixes and healthy snacks with ease. Looking for a bag to carry your accessories for your next football match or a functional workout or any other outdoor activity, this bag has you sorted as it is the perfect size for limited accessories while having a high fashion quotient as style matters and this bag balances appeal with utility. Looking for a medium sized duffle bag that is perfect for a weekend get together than look no further as this bag is perfect to hold 2 pair of clothes plus a towel, a pair of footwear along with basic toilet accessories. The material is water resistant, making it an ideal bag to be carried for all seasons however we always warn customers of being wary of heavy rain as the zips are never 100% waterproof and there is a small chance of moisture getting in from the zips if exposed to heavy rain. Furthermore, the soft construction of this duffle allows you to store it easily when not in use. This gym duffle bag comes with two different kinds of straps to grant you more on the convenience front. Hold it by the short handles or swing it on your shoulder using the longer adjustable strap – the choice is yours. This duffle gym weekend bag comes with one external zip pocket on the side which balances your need to hold small accessories on the go such as keys, wallet, tickets, metro card, spare change, etc.              ",
B08BTD8YZP,PUMA Casual Backpack IND II Black-CASTLEROCK,1019,4.1,279,https://www.amazon.in/puma-casual-backpack-ind-ii-black-castlerock/dp/B08BTD8YZP,             ,B08BTD8YZP,                           ,
B08D7QKCX5,Nivia Polyester Pulse Bag,229,3.6,57,https://www.amazon.in/nivia-polyester-pulse-bag/dp/B08D7QKCX5,             ,B08D7RGD8B,                           ,
B0C6N3MYL2,Half Moon Aztec 37L School Bag Class 5-12 | College Bagpack for Men/College Back pack for Women | 15.6 inch Laptop Bag for Men/Backpack for Men | Spacious & Multiple Pockets,529,3.5,357,https://www.amazon.in/half-moon-aztec-37l-school-bag-class-5-12-college-bagpack-for-men-college-back-pack-for-women-15-6-inch-laptop-bag-for-men-backpack-for-men-spacious-multiple-pockets/dp/B0C6N3MYL2,             ,B0C23Y7N1Q,,
B09VTC876Z,"FUR JADEN Anti Theft Number Lock Backpack Bag with 15.6 Inch Laptop Compartment, USB Charging Port & Organizer Pocket for Men Women Boys Girls",649,4.1,6693,https://www.amazon.in/fur-jaden-anti-theft-number-lock-backpack-bag-with-15-6-inch-laptop-compartment-usb-charging-port-organizer-pocket-for-men-women-boys-girls/dp/B09VTC876Z,             ,B09VTDMRY7,"                                  Stay organized all day with a durable and lightweight backpack from Fur Jaden. This back pack is a stylish and functional accessory for men and women. Can add admiration to an appealing and daring personality with a remarkable aesthetics and functionality. This backpack features an anti-theft design. You can also charge your phone on the go and organize your stuff like pro. Fur Jaden functional back pack is apt to protect your gadgets and belongings from being stolen while you travel, thanks to its special anti-theft design. Now keep your belongings safe with style. The backpack features multiple compartments that you may use for your laptop and other essentials. A remarkable feature of this backpack allows you to charge your phone while you are on the move. With an attached charging dock in the back you may connect a portable power bank with ease. Weighing about 600grams, this backpack is lightweight. The backpack is able to house a laptop of up to 15.6 inches and has seven inner compartments to place your other essentials. Made from durable quality polymer this Fur Jaden back pack is sturdy and reliable. Flaunt this bag with style and low maintenance as this bag is washable. This backpack is also suitable for school or college. The straps are designed to distribute the weight equally on each shoulder preventing any sort of discomfort. Use this back pack for office, college/school or during travels.              ",
B08TDGVLVM,"Presto! Oxo-Biodegradable Garbage Bags, Small - 30 bags/roll (Pack of 6, Green, For Wet Waste)",299,4.4,544,https://www.amazon.in/presto-oxo-biodegradable-garbage-bags-small-30-bags-roll-pack-of-6-green-for-wet-waste/dp/B08TDGVLVM,             ,B08TDGVLVM,"                                  Presto! offers Oxo-Biodegradable Garbage Bags to help you maintain cleanliness and hygiene in your house, office and surroundings. These garbage bags make clean-up and garbage disposal a hassle-free task while being easy on the environment! Line them up in your bedroom or bathroom dustbins or use them to segregate dry and wet waste in the kitchen. Effectively clear out messy trash like baby diapers and kitty litter! Handy at offices or hotels, they’re useful for getting rid of leftover party plates and garbage as well. They come with a detachable tie-tape which lets you neatly tie up the bag, making it easier to carry out after use. These small-sized bags easily fit any small dustbins. They are available in green colour in a pack of 6 rolls, and each roll contains 30 bags for your convenience.              ",
B0C8NX7HTX,"Amazon Basics Opel Laptop Bag/Office/College Backpack for 15.6 inch laptop(20 L, Black)",509,3.7,158,https://www.amazon.in/amazon-basics-opel-laptop-bag-office-college-backpack-for-15-6-inch-laptop-20-l-black/dp/B0C8NX7HTX,     ,B0C8NX7HTX ,"                                  Use this spacious, convenient backpack from Amazon Basics for college or work. It features a 15.6-inch laptop compartment, a spacious compartment and a quick-access front pocket. It Is made from fabric with a polyester lining, both with PU coating. Get this high-quality product at a great price from Amazon Basics.              ","‎Outshiny India Pvt. Ltd., Outshiny India Pvt. Ltd. No.17, Ganesh Nagar, 8th B Cross Narayanappa Layout, Kodigehalli Bengaluru - 560097.. "
B07G4D13LB,Gear Classic 20L Small Faux Leather Water Resistant Anti Theft Laptop Bag/Office Backpack for Men/Women-Black,799,4.4,2792,https://www.amazon.in/gear-classic-20l-small-faux-leather-water-resistant-anti-theft-laptop-bag-office-backpack-for-men-women-black/dp/B07G4D13LB,     ,,,‎Gear Merchandise PVT LTD 
B0B1HM2ZGX,Martucci 16 inch 36L Casual Waterproof Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack,545,4.0,282,https://www.amazon.in/martucci-16-inch-36l-casual-waterproof-backpack-office-bag-school-bag-college-bag-business-bag-unisex-travel-backpack/dp/B0B1HM2ZGX,             ,B0B1GHRTFF,"                                  Mrtucci Casual Laptop Backpack Practical trend backpack, both very convenient to incorporate digital equipment, but also to give you large capacity main pockets to put some clothes, some books, bottle or something else. Multipurpose: suitable for business, school, hiking, travelling, camping, sports, school. To meet all your travel needs. Durable: made with superior quality Nylon fabric material and ensured for maximum durability and making the texture become ultra-durable and better ventilation not easy to deformation. This bag will last for many years. Comfortable: breathable mesh and wide shoulder straps with plentiful sponge padding help relieve the stress from your shoulder. You can to adjust the length of the shoulder straps if you need. Well-made and designed: it's attractive and functional looking. The whole backpack were designed and built very well and there are two compartments and reduced burden system designed.              ",
B0C6QTMYFG,"Zebronics Techshield A1, 18 Liters, 1 Compartment Laptop Backpack and Front Pocket, fit Up to 15.6-inch Laptop, Polyester Fabric, Office Use and Mini Business Travel Bags (Black)",498,3.6,12,https://www.amazon.in/zebronics-techshield-a1-18-liters-1-compartment-laptop-backpack-and-front-pocket-fit-up-to-15-6-inch-laptop-polyester-fabric-office-use-and-mini-business-travel-bags-black/dp/B0C6QTMYFG,     ,B0C6QTMYFG ,"                                  Zebronics Techsheild A1, 18 Liters, 1 Compartment Laptop Backpack and front pocket, fit Up to 15.6-inch Laptop, Polyester Fabric, Office Use and Mini Business Travel Bags (Black)              ","‎Zebronics India Private Limited, Zebronics India Private Limited "
B0C5CFCLLJ,Half Moon Urban Explorer PU Leather Stylish Side Sling Cross Body Travel Office Business Messenger Bag with Multi-Pocket Zip Closure and Adjustable Straps For Men Women,269,3.3,40,https://www.amazon.in/half-moon-urban-explorer-pu-leather-stylish-side-sling-cross-body-travel-office-business-messenger-bag-with-multi-pocket-zip-closure-and-adjustable-straps-for-men-women/dp/B0C5CFCLLJ,             ,B0C5CHW682,"                                  Do you ever feel like you don't have enough pockets to carry all of your essentials? Are you tired of your belongings getting lost in a big, bulky bag? If so, then the Half Moon Men's Urban Explorer Faux Leather Sling Bag is the perfect solution for you! This stylish and modern bag is made of high-quality faux leather and features a sleek, minimalist design. It has three compartments, including a main compartment, a front compartment, and a back compartment, so you can easily organize your belongings. The main compartment is large enough to fit a laptop, books, or other essentials. The front compartment is perfect for storing smaller items, such as a wallet, phone, or keys. The back compartment is ideal for storing valuables, such as a passport or ID. The bag also features a adjustable strap, so you can wear it comfortably over your shoulder or across your chest.              ",
B07MWD4D4W,M MEDLER Epoch Nylon 55 litres Waterproof Strolley Duffle Bag- 2 Wheels - Luggage Bag - (Navy Blue),399,3.5,26285,https://www.amazon.in/m-medler-epoch-nylon-55-litres-waterproof-strolley-duffle-bag-2-wheels-luggage-bag-navy-blue/dp/B07MWD4D4W,             ,B07MWD4D4W,,
B07PDYTXD7,"The Purple Tree Canvas Tote Bag For Women - 1 Pc , women tote bag , canvas tote bag , printed tote bag , printed canvas tote bag , stylish bags for women TBAG00422",349,4.2,600,https://www.amazon.in/the-purple-tree-canvas-tote-bag-for-women-1-pc-women-tote-bag-canvas-tote-bag-printed-tote-bag-printed-canvas-tote-bag-stylish-bags-for-women-tbag00422/dp/B07PDYTXD7,             ,B07PDYTXD7,,
B07Y2BFJ1B,DZert Kids School Bag Soft Plush Backpacks Cartoon Boys Girls Baby (2-5 Years),228,3.7,12746,https://www.amazon.in/dzert-kids-school-bag-soft-plush-backpacks-cartoon-boys-girls-baby-2-5-years/dp/B07Y2BFJ1B,             ,B07WSBV3BN,,
B0BRFRVQMX,"GLUN® Round Shape Foldable Laundry Bag Capacity of 45 Ltr, Non Woven Toys and Cloth Bag, Grey and Black Combination Pack of 1",161,3.9,119,https://www.amazon.in/glun-r-round-shape-foldable-laundry-bag-capacity-of-45-ltr-non-woven-toys-and-cloth-bag-grey-and-black-combination-pack-of-1/dp/B0BRFRVQMX,     ,,,‎JJ ENTERPRISES 
B0BPTJS6Q8,"HYDER Floral 35L Latest Cute and Stylish School Bag for Girls - Perfect for School, College, Office and Tution Durable School bags for Kids And Women | Perfect Girls Bag",684,4.0,146,https://www.amazon.in/hyder-floral-35l-latest-cute-and-stylish-school-bag-for-girls-perfect-for-school-college-office-and-tution-durable-school-bags-for-kids-and-women-perfect-girls-bag/dp/B0BPTJS6Q8,             ,B0BPTJS6Q8,,
B07NLB6FRS,NIVIA Basic Duffle Polyester Bag/Gym Bags/Adjustable Shoulder Bag for Men/Duffle Gym Bags for Men/Fitness Bag/Carry Bags/Sports & Travel Bag/Sports Kit/Duffle Bags Travel,229,4.0,4180,https://www.amazon.in/nivia-basic-duffle-polyester-bag-gym-bags-adjustable-shoulder-bag-for-men-duffle-gym-bags-for-men-fitness-bag-carry-bags-sports-travel-bag-sports-kit-duffle-bags-travel/dp/B07NLB6FRS,     ,B07FWQ9HRV ,,‎Freewill Sports Private Limited 
B08D7QKCX5,Nivia Polyester Pulse Bag,229,3.6,57,https://www.amazon.in/nivia-polyester-pulse-bag/dp/B08D7QKCX5,             ,B08D7RGD8B,                           ,
B08BTD8YZP,PUMA Casual Backpack IND II Black-CASTLEROCK,1019,4.1,279,https://www.amazon.in/puma-casual-backpack-ind-ii-black-castlerock/dp/B08BTD8YZP,             ,B08BTD8YZP,                           ,
B07KSZTYWX,Shalimar Premium OXO - Biodegradable Garbage Bags Size 30 X 37 Inches (Extra Large) 60 Bags (4 rolls) Dustbin Bag/Trash Bag - Black Color,494,4.5,1459,https://www.amazon.in/shalimar-premium-oxo-biodegradable-garbage-bags-size-30-x-37-inches-extra-large-60-bags-4-rolls-dustbin-bag-trash-bag-black-color/dp/B07KSZTYWX,     ,B07KSZTYWX ,"                                  Shalimar Premium OXO - Garbage Bags (Extra Large) Size 76 cm x 94 cm 4 Rolls (60 Bags). Each Roll has 15 Bags. Each bag has a unique detachable tie-tape to tie the bags after use and for easy disposal. They are tough, thanks to a special type of star seal at the bottom. It comes with a perforation technology for quickly separating the bags from the roll.              ","‎Shalimar Plastic Industries, Daman "
B0C6639P8P,Amazon Basics Laptop Bag for 15.6 Inch Laptops | College/Travel Backpack with USB Charging Port and Anti-Theft Pocket | 23 L,1009,4.4,138,https://www.amazon.in/amazon-basics-laptop-bag-for-15-6-inch-laptops-college-travel-backpack-with-usb-charging-port-and-anti-theft-pocket-23-l/dp/B0C6639P8P,     ,B0C6639P8P ,"                                  Introducing the Amazon Basics Laptop Bag. It comes equipped with 2 main compartments and a laptop sleeve that accomodates up to a 15.6 inch laptop. The additional front zipper pockets, side pockets give you more storage space while the hidden back pocket allows you to keep your valuable belongings safe. The ergonomic back design and padded shoulder straps add comfort to your commute. The bag also sports a pull-rod box that allows you to stow the bag onto your luggage handle for ease.              ","‎Alpha Digital Corp., ALPHA DIGITAL CORP,C-1,SARATHI CO-OPERATIVE HOUSING SOCIETY LIMITED, KHIRA NAGAR, S.V. ROAD,SANTACRUZ WEST,MUMBAI 400054, INDIA "
B0C555LQF4,NORTH ZONE Northzone Sling Cross Body Travel Office Business Messenger One Side Shoulder Pouch Bag Money Bag for Men and Women,249,3.9,139,https://www.amazon.in/north-zone-northzone-sling-cross-body-travel-office-business-messenger-one-side-shoulder-pouch-bag-money-bag-for-men-and-women/dp/B0C555LQF4,             ,B0C5589XFQ,                                  Northzone Sling Cross Body Travel Office Business Messenger one Side Shoulder Pouch Bag Money Bag for Men and Women              ,
B09321GJXZ,Bennett™ Mystic 15.6 inch (39.6cm) Laptop Briefcase Shoulder Sling Office Business Professional Travel Messenger Bag for Men and Women Water Repellent Formal Executive Bags (Grey) 6 Months Warranty,452,4.0,6881,https://www.amazon.in/bennetttm-mystic-15-6-inch-39-6cm-laptop-briefcase-shoulder-sling-office-business-professional-travel-messenger-bag-for-men-and-women-water-repellent-formal-executive-bags-grey-6-months-warranty/dp/B09321GJXZ,     ,B09321GJXZ ,,"‎Texcoco Enterprices, Texcoco Enterprices, 9958166528 "
B08BTD8YZP,PUMA Casual Backpack IND II Black-CASTLEROCK,1019,4.1,279,https://www.amazon.in/puma-casual-backpack-ind-ii-black-castlerock/dp/B08BTD8YZP,             ,B08BTD8YZP,                           ,
B0BYW5SH4L,Half Moon Vision Water Resistant 15.6 inch Laptop Bag for Men/Backpack for Men | Office Bag for Men/Office Bag for Women with Padded Laptop Compartment,459,4.3,17,https://www.amazon.in/half-moon-vision-water-resistant-15-6-inch-laptop-bag-for-men-backpack-for-men-office-bag-for-men-office-bag-for-women-with-padded-laptop-compartment/dp/B0BYW5SH4L,             ,B0CKY4GLDB,"                                  Introducing our stylish and practical laptop backpack, perfect for busy professionals. Made with high-quality materials and designed with the modern traveller in mind, this backpack is both functional and fashionable. Featuring a padded compartment to securely hold and protect your laptop, as well as additional pockets and compartments to keep your essentials organized, this backpack is perfect for commuting to work or taking on a long flight. The padded shoulder straps and back panel provide added comfort during long periods of use, while the water-resistant exterior keeps your belongings safe from the elements. This laptop backpack is perfect for those who need a reliable and stylish way to transport their laptop. Whether you're heading to the office or exploring a new city, this backpack has got you covered. So why wait? Order now and upgrade your travel experience with our top-quality laptop backpack!              ",
B0C58X3CRX,"Amazon Basics Classic Camera Shoulder Bag, Adjustable Strap, Waterproof material, Breathable Mesh, Anti-Shock, Compatible with Nikon, Canon and Sony Mirrorless Cameras",549,3.6,6,https://www.amazon.in/amazon-basics-classic-camera-shoulder-bag-adjustable-strap-waterproof-material-breathable-mesh-anti-shock-compatible-with-nikon-canon-and-sony-mirrorless-cameras/dp/B0C58X3CRX,     ,B0C58X3CRX ,,"‎ALPHA DIGITAL CORP, ALPHA DIGITAL CORP, C-1,SARATHI CO-OPERATIVE HOUSING SOCIETY LIMITED, KHIRANAGAR, S.V. ROAD, SANTACRUZ WEST.MUMBAI 400054. INDIA "
B078MFYJ3M,COSMUS Heavy Duty School Bag Norwich 33L waterproof Backpacks Bag With laptop compartment,1196,4.2,434,https://www.amazon.in/cosmus-heavy-duty-school-bag-norwich-33l-waterproof-backpacks-bag-with-laptop-compartment/dp/B078MFYJ3M,             ,B078MFYJ3M,"                                  This Heavy Duty Laptop Backpack from Cosmus is a Multipurpose Backpack Bag - use it as school bag or regular casual backpack for daily use.  This large spacious school bag is ideal for class 7-10 standard students, spacious enough to hold all your books and other essentials items for projects and tiffin box and water bottle. Its padded shoulder straps is desimed for comfort and children can carry all essentials without any discomfort while on the move.Key Features High on quality and durability Attractive design Spacious to accommodate all essentials Padded Laptop Section Three main compartment, One front compartment Two side Mesh pockets Specifications Material - PU coated Polyester Fabric. Dimensions: 13 x 18 x 8.5 [inches] (WxHxD); Weight: 755 gms Suggestive Age - 8 Years              ",
B08M6FS6W8,DZert Kids School Bag Soft Plush Backpacks Cartoon Boys Girls Baby (2-5 Years),228,3.7,12746,https://www.amazon.in/dzert-kids-school-bag-soft-plush-backpacks-cartoon-boys-girls-baby-2-5-years/dp/B08M6FS6W8,             ,B07WSBV3BN,,
B0CF9Q8HPN,"Cockatoo CMP01 OXO-Biodegradable Garbage Bags Medium|Your Ultimate Companion for Campaigning and Traveling|for Keeping Your Adventures Clean and Green,30 Bags/Rollx3,(18.5 X 20.5 Inch)",99,4.8,151,https://www.amazon.in/cockatoo-cmp01-oxo-biodegradable-garbage-bags-medium-your-ultimate-companion-for-campaigning-and-traveling-for-keeping-your-adventures-clean-and-green-30-bags-rollx3-18-5-x-20-5-inch/dp/B0CF9Q8HPN,     ,,,‎Cockatoo Sports Pvt Ltd 
B09CGDFNBV,"DAHSHA Nylon Stylish Small 6 Multi-Pocket Zip Closure Sling Cross Body Travel Messenger One Side Shoulder Bag for Men & Women (Grey, 25 x 10 x 20 CM)",545,4.0,860,https://www.amazon.in/dahsha-nylon-stylish-small-6-multi-pocket-zip-closure-sling-cross-body-travel-messenger-one-side-shoulder-bag-for-men-women-grey-25-x-10-x-20-cm/dp/B09CGDFNBV,             ,B09CGDFNBV,,
B0C6N3MYL2,Half Moon Aztec 37L School Bag Class 5-12 | College Bagpack for Men/College Back pack for Women | 15.6 inch Laptop Bag for Men/Backpack for Men | Spacious & Multiple Pockets,529,3.5,357,https://www.amazon.in/half-moon-aztec-37l-school-bag-class-5-12-college-bagpack-for-men-college-back-pack-for-women-15-6-inch-laptop-bag-for-men-backpack-for-men-spacious-multiple-pockets/dp/B0C6N3MYL2,             ,B0C23Y7N1Q,,
B0BPTJS6Q8,"HYDER Floral 35L Latest Cute and Stylish School Bag for Girls - Perfect for School, College, Office and Tution Durable School bags for Kids And Women | Perfect Girls Bag",684,4.0,146,https://www.amazon.in/hyder-floral-35l-latest-cute-and-stylish-school-bag-for-girls-perfect-for-school-college-office-and-tution-durable-school-bags-for-kids-and-women-perfect-girls-bag/dp/B0BPTJS6Q8,             ,B0BPTJS6Q8,,
B07Y2BFJ1B,DZert Kids School Bag Soft Plush Backpacks Cartoon Boys Girls Baby (2-5 Years),228,3.7,12746,https://www.amazon.in/dzert-kids-school-bag-soft-plush-backpacks-cartoon-boys-girls-baby-2-5-years/dp/B07Y2BFJ1B,             ,B07WSBV3BN,,
B0CKL5VFT7,Wooum 48 L Casual Water Resistance Laptop Bag/Backpack for Men Women Boys Girls/Office School College Teens & Students with 15.6 Inch Laptop Compartment 50x37x26Cm (Navy Blue),399,0,0,https://www.amazon.in/wooum-48-l-casual-water-resistance-laptop-bag-backpack-for-men-women-boys-girls-office-school-college-teens-students-with-15-6-inch-laptop-compartment-50x37x26cm-navy-blue/dp/B0CKL5VFT7,             ,B0CKL5VFT7,"                                  Wooum 48 liter Laptop Backpack , School Bag ,School backpack for men and women , big size college bags for men and women comes with water resistance material              ",
B07NLB6FRS,NIVIA Basic Duffle Polyester Bag/Gym Bags/Adjustable Shoulder Bag for Men/Duffle Gym Bags for Men/Fitness Bag/Carry Bags/Sports & Travel Bag/Sports Kit/Duffle Bags Travel,229,4.0,4180,https://www.amazon.in/nivia-basic-duffle-polyester-bag-gym-bags-adjustable-shoulder-bag-for-men-duffle-gym-bags-for-men-fitness-bag-carry-bags-sports-travel-bag-sports-kit-duffle-bags-travel/dp/B07NLB6FRS,     ,B07FWQ9HRV ,,‎Freewill Sports Private Limited 
B0BRFRVQMX,"GLUN® Round Shape Foldable Laundry Bag Capacity of 45 Ltr, Non Woven Toys and Cloth Bag, Grey and Black Combination Pack of 1",161,3.9,119,https://www.amazon.in/glun-r-round-shape-foldable-laundry-bag-capacity-of-45-ltr-non-woven-toys-and-cloth-bag-grey-and-black-combination-pack-of-1/dp/B0BRFRVQMX,     ,,,‎JJ ENTERPRISES 
B0CJ3K6CGP,Skybags EVO LAPTOP BACKPACK BLACK & NAVY,699,0,0,https://www.amazon.in/skybags-evo-laptop-backpack-black-navy/dp/B0CJ3K6CGP,             ,B0CJ3K6CGP,"                                  For the Stylish young professional between 22-30 years old who travels frequently for work.Consider a monthly routine of a quick wipe-down or brushing. If you used water to wash your fabric pack, hang your pack to dry completely before putting it into action again. use cool water with a soft damp cloth to wipe down the interior and exterior of your pack, Never use bleach or harsh detergents on your bag. And remember to avoid any suede or leather trim on your pack as these areas could discolor if they get wet.              ",
B09HNP99YX,AUXTER DELUXE Casual School College office Travel Backpack - 18 Design,791,4.0,650,https://www.amazon.in/auxter-deluxe-casual-school-college-office-travel-backpack-18-design/dp/B09HNP99YX,             ,B09BQDX6ZR,,
